year,month,crop_name,region,inflation_index,price_per_kg,lag_1m,lag_3m,lag_6m,lag_12m,rolling_3m_avg
2015,2,Horse Bean,Amhara,0.2905,17.56,16.82,,,,16.82
2015,3,Horse Bean,Amhara,0.2929,18.22,17.56,,,,17.19
2015,4,Horse Bean,Amhara,0.2952,19.7,18.22,16.82,,,17.53
2015,5,Horse Bean,Amhara,0.2976,19.81,19.7,17.56,,,18.49
2015,6,Horse Bean,Amhara,0.3,18.27,19.81,18.22,,,19.24
2015,7,Horse Bean,Amhara,0.3024,18.54,18.27,19.7,16.82,,19.26
2015,8,Horse Bean,Amhara,0.3049,17.25,18.54,19.81,17.56,,18.87
2015,9,Horse Bean,Amhara,0.3073,18.14,17.25,18.27,18.22,,18.02
2015,10,Horse Bean,Amhara,0.3098,16.67,18.14,18.54,19.7,,17.98
2015,11,Horse Bean,Amhara,0.3123,15.61,16.67,17.25,19.81,,17.35
2015,12,Horse Bean,Amhara,0.3148,15.98,15.61,18.14,18.27,,16.81
2016,1,Horse Bean,Amhara,0.3166,18.97,15.98,16.67,18.54,16.82,16.09
2016,2,Horse Bean,Amhara,0.3185,19.47,18.97,15.61,17.25,17.56,16.85
2016,3,Horse Bean,Amhara,0.3204,20.72,19.47,15.98,18.14,18.22,18.14
2016,4,Horse Bean,Amhara,0.3223,19.53,20.72,18.97,16.67,19.7,19.72
2016,5,Horse Bean,Amhara,0.3242,21.1,19.53,19.47,15.61,19.81,19.91
2016,6,Horse Bean,Amhara,0.3261,20.19,21.1,20.72,15.98,18.27,20.45
2016,7,Horse Bean,Amhara,0.328,20.93,20.19,19.53,18.97,18.54,20.27
2016,8,Horse Bean,Amhara,0.3299,21.08,20.93,21.1,19.47,17.25,20.74
2016,9,Horse Bean,Amhara,0.3319,19.88,21.08,20.19,20.72,18.14,20.73
2016,10,Horse Bean,Amhara,0.3338,18.93,19.88,20.93,19.53,16.67,20.63
2016,11,Horse Bean,Amhara,0.3358,18.18,18.93,21.08,21.1,15.61,19.96
2016,12,Horse Bean,Amhara,0.3378,19.31,18.18,19.88,20.19,15.98,19.0
2017,1,Horse Bean,Amhara,0.3404,20.94,19.31,18.93,20.93,18.97,18.81
2017,2,Horse Bean,Amhara,0.3431,21.39,20.94,18.18,21.08,19.47,19.48
2017,3,Horse Bean,Amhara,0.3458,21.24,21.39,19.31,19.88,20.72,20.55
2017,4,Horse Bean,Amhara,0.3486,20.58,21.24,20.94,18.93,19.53,21.19
2017,5,Horse Bean,Amhara,0.3513,23.38,20.58,21.39,18.18,21.1,21.07
2017,6,Horse Bean,Amhara,0.3541,22.66,23.38,21.24,19.31,20.19,21.73
2017,7,Horse Bean,Amhara,0.3569,20.32,22.66,20.58,20.94,20.93,22.21
2017,8,Horse Bean,Amhara,0.3597,21.66,20.32,23.38,21.39,21.08,22.12
2017,9,Horse Bean,Amhara,0.3626,20.69,21.66,22.66,21.24,19.88,21.55
2017,10,Horse Bean,Amhara,0.3654,18.26,20.69,20.32,20.58,18.93,20.89
2017,11,Horse Bean,Amhara,0.3683,18.59,18.26,21.66,23.38,18.18,20.2
2017,12,Horse Bean,Amhara,0.3712,19.45,18.59,20.69,22.66,19.31,19.18
2018,1,Horse Bean,Amhara,0.3752,23.22,19.45,18.26,20.32,20.94,18.77
2018,2,Horse Bean,Amhara,0.3793,24.0,23.22,18.59,21.66,21.39,20.42
2018,3,Horse Bean,Amhara,0.3834,24.22,24.0,19.45,20.69,21.24,22.22
2018,4,Horse Bean,Amhara,0.3876,24.61,24.22,23.22,18.26,20.58,23.81
2018,5,Horse Bean,Amhara,0.3918,25.64,24.61,24.0,18.59,23.38,24.28
2018,6,Horse Bean,Amhara,0.396,24.47,25.64,24.22,19.45,22.66,24.82
2018,7,Horse Bean,Amhara,0.4003,22.0,24.47,24.61,23.22,20.32,24.91
2018,8,Horse Bean,Amhara,0.4046,22.84,22.0,25.64,24.0,21.66,24.04
2018,9,Horse Bean,Amhara,0.409,21.86,22.84,24.47,24.22,20.69,23.1
2018,10,Horse Bean,Amhara,0.4134,20.73,21.86,22.0,24.61,18.26,22.23
2018,11,Horse Bean,Amhara,0.4179,20.84,20.73,22.84,25.64,18.59,21.81
2018,12,Horse Bean,Amhara,0.4224,21.87,20.84,21.86,24.47,19.45,21.14
2019,1,Horse Bean,Amhara,0.4276,25.84,21.87,20.73,22.0,23.22,21.15
2019,2,Horse Bean,Amhara,0.4329,27.37,25.84,20.84,22.84,24.0,22.85
2019,3,Horse Bean,Amhara,0.4382,28.0,27.37,21.87,21.86,24.22,25.03
2019,4,Horse Bean,Amhara,0.4436,27.87,28.0,25.84,20.73,24.61,27.07
2019,5,Horse Bean,Amhara,0.4491,30.06,27.87,27.37,20.84,25.64,27.75
2019,6,Horse Bean,Amhara,0.4546,28.93,30.06,28.0,21.87,24.47,28.64
2019,7,Horse Bean,Amhara,0.4602,26.83,28.93,27.87,25.84,22.0,28.95
2019,8,Horse Bean,Amhara,0.4658,26.65,26.83,30.06,27.37,22.84,28.61
2019,9,Horse Bean,Amhara,0.4716,26.07,26.65,28.93,28.0,21.86,27.47
2019,10,Horse Bean,Amhara,0.4774,23.45,26.07,26.83,27.87,20.73,26.52
2019,11,Horse Bean,Amhara,0.4832,23.55,23.45,26.65,30.06,20.84,25.39
2019,12,Horse Bean,Amhara,0.4892,24.61,23.55,26.07,28.93,21.87,24.36
2020,1,Horse Bean,Amhara,0.4968,30.34,24.61,23.45,26.83,25.84,23.87
2020,2,Horse Bean,Amhara,0.5046,32.08,30.34,23.55,26.65,27.37,26.17
2020,3,Horse Bean,Amhara,0.5124,31.67,32.08,24.61,26.07,28.0,29.01
2020,4,Horse Bean,Amhara,0.5204,37.75,31.67,30.34,23.45,27.87,31.36
2020,5,Horse Bean,Amhara,0.5285,37.99,37.75,32.08,23.55,30.06,33.83
2020,6,Horse Bean,Amhara,0.5368,37.11,37.99,31.67,24.61,28.93,35.8
2020,7,Horse Bean,Amhara,0.5451,36.23,37.11,37.75,30.34,26.83,37.62
2020,8,Horse Bean,Amhara,0.5536,33.91,36.23,37.99,32.08,26.65,37.11
2020,9,Horse Bean,Amhara,0.5623,34.04,33.91,37.11,31.67,26.07,35.75
2020,10,Horse Bean,Amhara,0.571,28.82,34.04,36.23,37.75,23.45,34.73
2020,11,Horse Bean,Amhara,0.5799,30.65,28.82,33.91,37.99,23.55,32.26
2020,12,Horse Bean,Amhara,0.589,29.02,30.65,34.04,37.11,24.61,31.17
2021,1,Horse Bean,Amhara,0.6008,41.1,29.02,28.82,36.23,30.34,29.5
2021,2,Horse Bean,Amhara,0.6128,44.06,41.1,30.65,33.91,32.08,33.59
2021,3,Horse Bean,Amhara,0.625,43.64,44.06,29.02,34.04,31.67,38.06
2021,4,Horse Bean,Amhara,0.6375,44.9,43.64,41.1,28.82,37.75,42.93
2021,5,Horse Bean,Amhara,0.6502,52.42,44.9,44.06,30.65,37.99,44.2
2021,6,Horse Bean,Amhara,0.6632,44.68,52.42,43.64,29.02,37.11,46.99
2021,7,Horse Bean,Amhara,0.6765,47.81,44.68,44.9,41.1,36.23,47.33
2021,8,Horse Bean,Amhara,0.69,45.96,47.81,52.42,44.06,33.91,48.3
2021,9,Horse Bean,Amhara,0.7038,48.05,45.96,44.68,43.64,34.04,46.15
2021,10,Horse Bean,Amhara,0.7178,42.4,48.05,47.81,44.9,28.82,47.27
2021,11,Horse Bean,Amhara,0.7322,43.53,42.4,45.96,52.42,30.65,45.47
2021,12,Horse Bean,Amhara,0.7468,44.58,43.53,48.05,44.68,29.02,44.66
2022,1,Horse Bean,Amhara,0.7652,53.15,44.58,42.4,47.81,41.1,43.5
2022,2,Horse Bean,Amhara,0.7841,53.52,53.15,43.53,45.96,44.06,47.09
2022,3,Horse Bean,Amhara,0.8034,53.05,53.52,44.58,48.05,43.64,50.42
2022,4,Horse Bean,Amhara,0.8232,59.0,53.05,53.15,42.4,44.9,53.24
2022,5,Horse Bean,Amhara,0.8434,59.47,59.0,53.52,43.53,52.42,55.19
2022,6,Horse Bean,Amhara,0.8642,57.39,59.47,53.05,44.58,44.68,57.17
2022,7,Horse Bean,Amhara,0.8855,57.55,57.39,59.0,53.15,47.81,58.62
2022,8,Horse Bean,Amhara,0.9073,57.23,57.55,59.47,53.52,45.96,58.14
2022,9,Horse Bean,Amhara,0.9296,57.59,57.23,57.39,53.05,48.05,57.39
2022,10,Horse Bean,Amhara,0.9525,51.15,57.59,57.55,59.0,42.4,57.46
2022,11,Horse Bean,Amhara,0.976,49.33,51.15,57.23,59.47,43.53,55.32
2022,12,Horse Bean,Amhara,1.0,48.04,49.33,57.59,57.39,44.58,52.69
2023,1,Horse Bean,Amhara,1.0222,62.81,48.04,51.15,57.55,53.15,49.51
2023,2,Horse Bean,Amhara,1.045,63.81,62.81,49.33,57.23,53.52,53.39
2023,3,Horse Bean,Amhara,1.0682,65.91,63.81,48.04,57.59,53.05,58.22
2023,4,Horse Bean,Amhara,1.092,68.79,65.91,62.81,51.15,59.0,64.18
2023,5,Horse Bean,Amhara,1.1162,70.1,68.79,63.81,49.33,59.47,66.17
2023,6,Horse Bean,Amhara,1.1411,71.44,70.1,65.91,48.04,57.39,68.27
2023,7,Horse Bean,Amhara,1.1664,69.15,71.44,68.79,62.81,57.55,70.11
2023,8,Horse Bean,Amhara,1.1924,68.6,69.15,70.1,63.81,57.23,70.23
2023,9,Horse Bean,Amhara,1.2189,68.31,68.6,71.44,65.91,57.59,69.73
2023,10,Horse Bean,Amhara,1.246,61.28,68.31,69.15,68.79,51.15,68.69
2023,11,Horse Bean,Amhara,1.2737,64.1,61.28,68.6,70.1,49.33,66.06
2023,12,Horse Bean,Amhara,1.302,67.86,64.1,68.31,71.44,48.04,64.56
2024,1,Horse Bean,Amhara,1.3173,76.15,67.86,61.28,69.15,62.81,64.41
2024,2,Horse Bean,Amhara,1.3327,83.54,76.15,64.1,68.6,63.81,69.37
2024,3,Horse Bean,Amhara,1.3483,87.92,83.54,67.86,68.31,65.91,75.85
2024,4,Horse Bean,Amhara,1.3641,87.48,87.92,76.15,61.28,68.79,82.54
2024,5,Horse Bean,Amhara,1.3801,87.03,87.48,83.54,64.1,70.1,86.31
2024,6,Horse Bean,Amhara,1.3962,86.91,87.03,87.92,67.86,71.44,87.48
2024,7,Horse Bean,Amhara,1.4126,82.72,86.91,87.48,76.15,69.15,87.14
2024,8,Horse Bean,Amhara,1.4291,81.99,82.72,87.03,83.54,68.6,85.55
2024,9,Horse Bean,Amhara,1.4459,83.06,81.99,86.91,87.92,68.31,83.87
2024,10,Horse Bean,Amhara,1.4628,74.86,83.06,82.72,87.48,61.28,82.59
2024,11,Horse Bean,Amhara,1.48,72.21,74.86,81.99,87.03,64.1,79.97
2024,12,Horse Bean,Amhara,1.4973,78.89,72.21,83.06,86.91,67.86,76.71
2015,1,Horse Bean,Benshangul-Gumuz,0.2882,19.58,,,,,
2015,2,Horse Bean,Benshangul-Gumuz,0.2905,19.73,19.58,,,,19.58
2015,3,Horse Bean,Benshangul-Gumuz,0.2929,20.75,19.73,,,,19.66
2015,4,Horse Bean,Benshangul-Gumuz,0.2952,20.93,20.75,19.58,,,20.02
2015,5,Horse Bean,Benshangul-Gumuz,0.2976,22.3,20.93,19.73,,,20.47
2015,6,Horse Bean,Benshangul-Gumuz,0.3,21.35,22.3,20.75,,,21.33
2015,7,Horse Bean,Benshangul-Gumuz,0.3024,20.15,21.35,20.93,19.58,,21.53
2015,8,Horse Bean,Benshangul-Gumuz,0.3049,18.55,20.15,22.3,19.73,,21.27
2015,9,Horse Bean,Benshangul-Gumuz,0.3073,19.82,18.55,21.35,20.75,,20.02
2015,10,Horse Bean,Benshangul-Gumuz,0.3098,17.78,19.82,20.15,20.93,,19.51
2015,11,Horse Bean,Benshangul-Gumuz,0.3123,17.01,17.78,18.55,22.3,,18.72
2015,12,Horse Bean,Benshangul-Gumuz,0.3148,17.51,17.01,19.82,21.35,,18.2
2016,1,Horse Bean,Benshangul-Gumuz,0.3166,20.94,17.51,17.78,20.15,19.58,17.43
2016,2,Horse Bean,Benshangul-Gumuz,0.3185,21.74,20.94,17.01,18.55,19.73,18.49
2016,3,Horse Bean,Benshangul-Gumuz,0.3204,22.11,21.74,17.51,19.82,20.75,20.06
2016,4,Horse Bean,Benshangul-Gumuz,0.3223,23.05,22.11,20.94,17.78,20.93,21.6
2016,5,Horse Bean,Benshangul-Gumuz,0.3242,22.75,23.05,21.74,17.01,22.3,22.3
2016,6,Horse Bean,Benshangul-Gumuz,0.3261,23.48,22.75,22.11,17.51,21.35,22.64
2016,7,Horse Bean,Benshangul-Gumuz,0.328,24.52,23.48,23.05,20.94,20.15,23.09
2016,8,Horse Bean,Benshangul-Gumuz,0.3299,24.2,24.52,22.75,21.74,18.55,23.58
2016,9,Horse Bean,Benshangul-Gumuz,0.3319,23.95,24.2,23.48,22.11,19.82,24.07
2016,10,Horse Bean,Benshangul-Gumuz,0.3338,20.38,23.95,24.52,23.05,17.78,24.22
2016,11,Horse Bean,Benshangul-Gumuz,0.3358,19.58,20.38,24.2,22.75,17.01,22.84
2016,12,Horse Bean,Benshangul-Gumuz,0.3378,20.91,19.58,23.95,23.48,17.51,21.3
2017,1,Horse Bean,Benshangul-Gumuz,0.3404,22.51,20.91,20.38,24.52,20.94,20.29
2017,2,Horse Bean,Benshangul-Gumuz,0.3431,22.7,22.51,19.58,24.2,21.74,21.0
2017,3,Horse Bean,Benshangul-Gumuz,0.3458,24.86,22.7,20.91,23.95,22.11,22.04
2017,4,Horse Bean,Benshangul-Gumuz,0.3486,25.33,24.86,22.51,20.38,23.05,23.36
2017,5,Horse Bean,Benshangul-Gumuz,0.3513,25.97,25.33,22.7,19.58,22.75,24.3
2017,6,Horse Bean,Benshangul-Gumuz,0.3541,24.42,25.97,24.86,20.91,23.48,25.39
2017,7,Horse Bean,Benshangul-Gumuz,0.3569,23.82,24.42,25.33,22.51,24.52,25.24
2017,8,Horse Bean,Benshangul-Gumuz,0.3597,25.44,23.82,25.97,22.7,24.2,24.74
2017,9,Horse Bean,Benshangul-Gumuz,0.3626,22.48,25.44,24.42,24.86,23.95,24.56
2017,10,Horse Bean,Benshangul-Gumuz,0.3654,20.58,22.48,23.82,25.33,20.38,23.91
2017,11,Horse Bean,Benshangul-Gumuz,0.3683,21.6,20.58,25.44,25.97,19.58,22.83
2017,12,Horse Bean,Benshangul-Gumuz,0.3712,21.01,21.6,22.48,24.42,20.91,21.55
2018,1,Horse Bean,Benshangul-Gumuz,0.3752,25.19,21.01,20.58,23.82,22.51,21.06
2018,2,Horse Bean,Benshangul-Gumuz,0.3793,27.47,25.19,21.6,25.44,22.7,22.6
2018,3,Horse Bean,Benshangul-Gumuz,0.3834,28.61,27.47,21.01,22.48,24.86,24.56
2018,4,Horse Bean,Benshangul-Gumuz,0.3876,27.28,28.61,25.19,20.58,25.33,27.09
2018,5,Horse Bean,Benshangul-Gumuz,0.3918,28.62,27.28,27.47,21.6,25.97,27.79
2018,6,Horse Bean,Benshangul-Gumuz,0.396,27.41,28.62,28.61,21.01,24.42,28.17
2018,7,Horse Bean,Benshangul-Gumuz,0.4003,26.12,27.41,27.28,25.19,23.82,27.77
2018,8,Horse Bean,Benshangul-Gumuz,0.4046,25.38,26.12,28.62,27.47,25.44,27.38
2018,9,Horse Bean,Benshangul-Gumuz,0.409,25.6,25.38,27.41,28.61,22.48,26.3
2018,10,Horse Bean,Benshangul-Gumuz,0.4134,23.61,25.6,26.12,27.28,20.58,25.7
2018,11,Horse Bean,Benshangul-Gumuz,0.4179,23.91,23.61,25.38,28.62,21.6,24.86
2018,12,Horse Bean,Benshangul-Gumuz,0.4224,23.55,23.91,25.6,27.41,21.01,24.37
2019,1,Horse Bean,Benshangul-Gumuz,0.4276,27.6,23.55,23.61,26.12,25.19,23.69
2019,2,Horse Bean,Benshangul-Gumuz,0.4329,30.01,27.6,23.91,25.38,27.47,25.02
2019,3,Horse Bean,Benshangul-Gumuz,0.4382,32.21,30.01,23.55,25.6,28.61,27.05
2019,4,Horse Bean,Benshangul-Gumuz,0.4436,32.82,32.21,27.6,23.61,27.28,29.94
2019,5,Horse Bean,Benshangul-Gumuz,0.4491,31.6,32.82,30.01,23.91,28.62,31.68
2019,6,Horse Bean,Benshangul-Gumuz,0.4546,30.96,31.6,32.21,23.55,27.41,32.21
2019,7,Horse Bean,Benshangul-Gumuz,0.4602,31.29,30.96,32.82,27.6,26.12,31.79
2019,8,Horse Bean,Benshangul-Gumuz,0.4658,28.41,31.29,31.6,30.01,25.38,31.28
2019,9,Horse Bean,Benshangul-Gumuz,0.4716,28.95,28.41,30.96,32.21,25.6,30.22
2019,10,Horse Bean,Benshangul-Gumuz,0.4774,26.67,28.95,31.29,32.82,23.61,29.55
2019,11,Horse Bean,Benshangul-Gumuz,0.4832,26.83,26.67,28.41,31.6,23.91,28.01
2019,12,Horse Bean,Benshangul-Gumuz,0.4892,29.59,26.83,28.95,30.96,23.55,27.48
2020,1,Horse Bean,Benshangul-Gumuz,0.4968,33.76,29.59,26.67,31.29,27.6,27.7
2020,2,Horse Bean,Benshangul-Gumuz,0.5046,35.91,33.76,26.83,28.41,30.01,30.06
2020,3,Horse Bean,Benshangul-Gumuz,0.5124,37.23,35.91,29.59,28.95,32.21,33.09
2020,4,Horse Bean,Benshangul-Gumuz,0.5204,41.8,37.23,33.76,26.67,32.82,35.63
2020,5,Horse Bean,Benshangul-Gumuz,0.5285,45.17,41.8,35.91,26.83,31.6,38.31
2020,6,Horse Bean,Benshangul-Gumuz,0.5368,45.9,45.17,37.23,29.59,30.96,41.4
2020,7,Horse Bean,Benshangul-Gumuz,0.5451,39.05,45.9,41.8,33.76,31.29,44.29
2020,8,Horse Bean,Benshangul-Gumuz,0.5536,37.21,39.05,45.17,35.91,28.41,43.37
2020,9,Horse Bean,Benshangul-Gumuz,0.5623,36.22,37.21,45.9,37.23,28.95,40.72
2020,10,Horse Bean,Benshangul-Gumuz,0.571,31.63,36.22,39.05,41.8,26.67,37.49
2020,11,Horse Bean,Benshangul-Gumuz,0.5799,32.34,31.63,37.21,45.17,26.83,35.02
2020,12,Horse Bean,Benshangul-Gumuz,0.589,32.33,32.34,36.22,45.9,29.59,33.4
2021,1,Horse Bean,Benshangul-Gumuz,0.6008,43.58,32.33,31.63,39.05,33.76,32.1
2021,2,Horse Bean,Benshangul-Gumuz,0.6128,41.7,43.58,32.34,37.21,35.91,36.08
2021,3,Horse Bean,Benshangul-Gumuz,0.625,45.67,41.7,32.33,36.22,37.23,39.2
2021,4,Horse Bean,Benshangul-Gumuz,0.6375,46.66,45.67,43.58,31.63,41.8,43.65
2021,5,Horse Bean,Benshangul-Gumuz,0.6502,49.55,46.66,41.7,32.34,45.17,44.68
2021,6,Horse Bean,Benshangul-Gumuz,0.6632,47.6,49.55,45.67,32.33,45.9,47.29
2021,7,Horse Bean,Benshangul-Gumuz,0.6765,43.93,47.6,46.66,43.58,39.05,47.94
2021,8,Horse Bean,Benshangul-Gumuz,0.69,46.17,43.93,49.55,41.7,37.21,47.03
2021,9,Horse Bean,Benshangul-Gumuz,0.7038,43.4,46.17,47.6,45.67,36.22,45.9
2021,10,Horse Bean,Benshangul-Gumuz,0.7178,39.29,43.4,43.93,46.66,31.63,44.5
2021,11,Horse Bean,Benshangul-Gumuz,0.7322,40.04,39.29,46.17,49.55,32.34,42.95
2021,12,Horse Bean,Benshangul-Gumuz,0.7468,40.11,40.04,43.4,47.6,32.33,40.91
2022,1,Horse Bean,Benshangul-Gumuz,0.7652,48.18,40.11,39.29,43.93,43.58,39.81
2022,2,Horse Bean,Benshangul-Gumuz,0.7841,55.74,48.18,40.04,46.17,41.7,42.78
2022,3,Horse Bean,Benshangul-Gumuz,0.8034,56.85,55.74,40.11,43.4,45.67,48.01
2022,4,Horse Bean,Benshangul-Gumuz,0.8232,58.77,56.85,48.18,39.29,46.66,53.59
2022,5,Horse Bean,Benshangul-Gumuz,0.8434,61.08,58.77,55.74,40.04,49.55,57.12
2022,6,Horse Bean,Benshangul-Gumuz,0.8642,63.56,61.08,56.85,40.11,47.6,58.9
2022,7,Horse Bean,Benshangul-Gumuz,0.8855,55.9,63.56,58.77,48.18,43.93,61.14
2022,8,Horse Bean,Benshangul-Gumuz,0.9073,60.22,55.9,61.08,55.74,46.17,60.18
2022,9,Horse Bean,Benshangul-Gumuz,0.9296,60.68,60.22,63.56,56.85,43.4,59.89
2022,10,Horse Bean,Benshangul-Gumuz,0.9525,55.82,60.68,55.9,58.77,39.29,58.93
2022,11,Horse Bean,Benshangul-Gumuz,0.976,53.94,55.82,60.22,61.08,40.04,58.91
2022,12,Horse Bean,Benshangul-Gumuz,1.0,56.92,53.94,60.68,63.56,40.11,56.81
2023,1,Horse Bean,Benshangul-Gumuz,1.0222,64.85,56.92,55.82,55.9,48.18,55.56
2023,2,Horse Bean,Benshangul-Gumuz,1.045,73.4,64.85,53.94,60.22,55.74,58.57
2023,3,Horse Bean,Benshangul-Gumuz,1.0682,73.16,73.4,56.92,60.68,56.85,65.06
2023,4,Horse Bean,Benshangul-Gumuz,1.092,82.67,73.16,64.85,55.82,58.77,70.47
2023,5,Horse Bean,Benshangul-Gumuz,1.1162,80.64,82.67,73.4,53.94,61.08,76.41
2023,6,Horse Bean,Benshangul-Gumuz,1.1411,75.69,80.64,73.16,56.92,63.56,78.82
2023,7,Horse Bean,Benshangul-Gumuz,1.1664,78.25,75.69,82.67,64.85,55.9,79.67
2023,8,Horse Bean,Benshangul-Gumuz,1.1924,78.06,78.25,80.64,73.4,60.22,78.19
2023,9,Horse Bean,Benshangul-Gumuz,1.2189,77.99,78.06,75.69,73.16,60.68,77.33
2023,10,Horse Bean,Benshangul-Gumuz,1.246,71.58,77.99,78.25,82.67,55.82,78.1
2023,11,Horse Bean,Benshangul-Gumuz,1.2737,71.61,71.58,78.06,80.64,53.94,75.88
2023,12,Horse Bean,Benshangul-Gumuz,1.302,76.94,71.61,77.99,75.69,56.92,73.73
2024,1,Horse Bean,Benshangul-Gumuz,1.3173,88.38,76.94,71.58,78.25,64.85,73.38
2024,2,Horse Bean,Benshangul-Gumuz,1.3327,94.46,88.38,71.61,78.06,73.4,78.98
2024,3,Horse Bean,Benshangul-Gumuz,1.3483,94.11,94.46,76.94,77.99,73.16,86.59
2024,4,Horse Bean,Benshangul-Gumuz,1.3641,93.7,94.11,88.38,71.58,82.67,92.32
2024,5,Horse Bean,Benshangul-Gumuz,1.3801,100.06,93.7,94.46,71.61,80.64,94.09
2024,6,Horse Bean,Benshangul-Gumuz,1.3962,98.41,100.06,94.11,76.94,75.69,95.96
2024,7,Horse Bean,Benshangul-Gumuz,1.4126,100.08,98.41,93.7,88.38,78.25,97.39
2024,8,Horse Bean,Benshangul-Gumuz,1.4291,93.2,100.08,100.06,94.46,78.06,99.52
2024,9,Horse Bean,Benshangul-Gumuz,1.4459,88.75,93.2,98.41,94.11,77.99,97.23
2024,10,Horse Bean,Benshangul-Gumuz,1.4628,83.9,88.75,100.08,93.7,71.58,94.01
2024,11,Horse Bean,Benshangul-Gumuz,1.48,79.99,83.9,93.2,100.06,71.61,88.62
2024,12,Horse Bean,Benshangul-Gumuz,1.4973,83.36,79.99,88.75,98.41,76.94,84.21
2015,1,Horse Bean,Dire Dawa,0.2882,20.51,,,,,
2015,2,Horse Bean,Dire Dawa,0.2905,22.18,20.51,,,,20.51
2015,3,Horse Bean,Dire Dawa,0.2929,22.15,22.18,,,,21.34
2015,4,Horse Bean,Dire Dawa,0.2952,23.11,22.15,20.51,,,21.61
2015,5,Horse Bean,Dire Dawa,0.2976,22.53,23.11,22.18,,,22.48
2015,6,Horse Bean,Dire Dawa,0.3,23.66,22.53,22.15,,,22.6
2015,7,Horse Bean,Dire Dawa,0.3024,21.08,23.66,23.11,20.51,,23.1
2015,8,Horse Bean,Dire Dawa,0.3049,21.1,21.08,22.53,22.18,,22.42
2015,9,Horse Bean,Dire Dawa,0.3073,20.58,21.1,23.66,22.15,,21.95
2015,10,Horse Bean,Dire Dawa,0.3098,18.75,20.58,21.08,23.11,,20.92
2015,11,Horse Bean,Dire Dawa,0.3123,18.99,18.75,21.1,22.53,,20.14
2015,12,Horse Bean,Dire Dawa,0.3148,19.72,18.99,20.58,23.66,,19.44
2016,1,Horse Bean,Dire Dawa,0.3166,24.11,19.72,18.75,21.08,20.51,19.15
2016,2,Horse Bean,Dire Dawa,0.3185,23.71,24.11,18.99,21.1,22.18,20.94
2016,3,Horse Bean,Dire Dawa,0.3204,24.84,23.71,19.72,20.58,22.15,22.51
2016,4,Horse Bean,Dire Dawa,0.3223,25.08,24.84,24.11,18.75,23.11,24.22
2016,5,Horse Bean,Dire Dawa,0.3242,23.81,25.08,23.71,18.99,22.53,24.54
2016,6,Horse Bean,Dire Dawa,0.3261,26.66,23.81,24.84,19.72,23.66,24.58
2016,7,Horse Bean,Dire Dawa,0.328,25.33,26.66,25.08,24.11,21.08,25.18
2016,8,Horse Bean,Dire Dawa,0.3299,24.33,25.33,23.81,23.71,21.1,25.27
2016,9,Horse Bean,Dire Dawa,0.3319,25.48,24.33,26.66,24.84,20.58,25.44
2016,10,Horse Bean,Dire Dawa,0.3338,22.31,25.48,25.33,25.08,18.75,25.05
2016,11,Horse Bean,Dire Dawa,0.3358,22.28,22.31,24.33,23.81,18.99,24.04
2016,12,Horse Bean,Dire Dawa,0.3378,21.92,22.28,25.48,26.66,19.72,23.36
2017,1,Horse Bean,Dire Dawa,0.3404,24.29,21.92,22.31,25.33,24.11,22.17
2017,2,Horse Bean,Dire Dawa,0.3431,25.29,24.29,22.28,24.33,23.71,22.83
2017,3,Horse Bean,Dire Dawa,0.3458,25.69,25.29,21.92,25.48,24.84,23.83
2017,4,Horse Bean,Dire Dawa,0.3486,26.07,25.69,24.29,22.31,25.08,25.09
2017,5,Horse Bean,Dire Dawa,0.3513,28.56,26.07,25.29,22.28,23.81,25.68
2017,6,Horse Bean,Dire Dawa,0.3541,26.74,28.56,25.69,21.92,26.66,26.77
2017,7,Horse Bean,Dire Dawa,0.3569,25.84,26.74,26.07,24.29,25.33,27.12
2017,8,Horse Bean,Dire Dawa,0.3597,25.66,25.84,28.56,25.29,24.33,27.05
2017,9,Horse Bean,Dire Dawa,0.3626,24.12,25.66,26.74,25.69,25.48,26.08
2017,10,Horse Bean,Dire Dawa,0.3654,22.57,24.12,25.84,26.07,22.31,25.21
2017,11,Horse Bean,Dire Dawa,0.3683,22.7,22.57,25.66,28.56,22.28,24.12
2017,12,Horse Bean,Dire Dawa,0.3712,22.27,22.7,24.12,26.74,21.92,23.13
2018,1,Horse Bean,Dire Dawa,0.3752,27.05,22.27,22.57,25.84,24.29,22.51
2018,2,Horse Bean,Dire Dawa,0.3793,26.07,27.05,22.7,25.66,25.29,24.01
2018,3,Horse Bean,Dire Dawa,0.3834,29.17,26.07,22.27,24.12,25.69,25.13
2018,4,Horse Bean,Dire Dawa,0.3876,30.39,29.17,27.05,22.57,26.07,27.43
2018,5,Horse Bean,Dire Dawa,0.3918,32.01,30.39,26.07,22.7,28.56,28.54
2018,6,Horse Bean,Dire Dawa,0.396,28.06,32.01,29.17,22.27,26.74,30.52
2018,7,Horse Bean,Dire Dawa,0.4003,27.44,28.06,30.39,27.05,25.84,30.15
2018,8,Horse Bean,Dire Dawa,0.4046,29.21,27.44,32.01,26.07,25.66,29.17
2018,9,Horse Bean,Dire Dawa,0.409,28.45,29.21,28.06,29.17,24.12,28.24
2018,10,Horse Bean,Dire Dawa,0.4134,24.25,28.45,27.44,30.39,22.57,28.37
2018,11,Horse Bean,Dire Dawa,0.4179,24.5,24.25,29.21,32.01,22.7,27.3
